sentence1	sentence2	label	semantic_similarity	quality_flag
old polish is the time in the history of the polish language between the 9th and the 16th century followed by the middle polish language	old polish is the time in the history of the polish language between the 16th and 9th centuries followed by the middle polish language	1	0.9928	strong
this species comes from nicaragua to costa rica in the demersal zone of the pacific ocean	this species occurs in the demersal zone of the pacific ocean from costa rica to nicaragua	0	0.9832	strong
the school was founded in australia and subsequently pioneered in 1903 in ireland	the school was founded in ireland and was pioneered in australia in 1903	0	0.9939	strong
many agencies of the central government are located in taipei city due to its proximity to the capital new taipei city	many central government agencies are located in the city of taipei owing to the proximity to the capital new taipei city	1	0.9943	strong
the large area of black is first shaded with green and then with blue	the large area of black is shaded first with blue and then with green	0	0.9938	strong
san pedro parks wilderness is located in the nacimiento mountains the southernmost finger of the western rocky mountains	parks wilderness is located in nacimiento mountains the western finger of the southernmost rocky mountains	0	0.8562	strong
meriden connecticut was sold to burdett pond in tennessee on 15 september 1886	tennessee was sold to burdett pond by meriden connecticut on september 15 1886	0	0.9647	strong
orson welles saw schilling in florida and followed him to new york	orson welles saw in florida schilling and followed him in new york	1	0.9627	strong
some postage stamps show the arms flanked by two lions there is also a painting showing the arms supported by flags	some stamps show the arms supported by two lions there is also a painting showing the arms flanked by flags	0	0.9686	strong
richard owen 1810 1890 robert owen s youngest son came to new harmony in 1828 and initially taught school there	robert owen 1810 1890 the youngest son of richard owen came to new harmony in 1828 and taught school there	0	0.994	strong
a dvd was released on march 5 2012 performed dudley taft live on highway 99 called august 6 2011 in seattle washington	a dvd was released on march 5 2012 called dudley taft live at highway 99 performed august 6 2011 in seattle washington	0	0.9947	strong
he became the first kannada producer to bring kishore kumar to the kannada film industry and the song aadu aata aadu was extremely popular	he became the first kannada producer to bring kishore kumar into the kannada film industry and the song aadu aata aadu was extremely popular	1	0.9993	strong
this scene was cut although its opening recitative in rewritten form was present in the first production	this scene has been cut although its opening recitative was present in rewritten form in the first production	1	0.9779	strong
zhu ci continued to serve under zhu xicai and it was said that because they shared the same family name zhu xicai greatly trusted him	zhu ci continued to serve under zhu xicai and it was said that because they shared the same surname zhu xicai trusted him greatly	1	0.9818	strong
there is also a faithful and more promising remake called xenonaut	there is also a more promising and fairer remake called xenonauts	0	0.9335	strong
frank offered to accompany the children because he wanted to see aslan himself	aslan offered to accompany the children as he wanted to see frank himself	0	0.9866	strong
